Webwork Section,Link,Webwork key,DoenetId,parentDoenetId,Level 1,Level 2,Level 3,Level 4,Level 5,
#N/A,https://www.doenet.org/courseactivityeditor//_KNzaUXomzZTQDBG8xl3JJ,,_KNzaUXomzZTQDBG8xl3JJ,,,,,,,Link to 19: BA-ExpLog - fraction raised to a rational exponent
#N/A,https://www.doenet.org/courseactivityeditor//_Tp9nyvmrSYq83f6KVeRkC,,_Tp9nyvmrSYq83f6KVeRkC,,,,,,,Link to 20: BA-ExpLog - fraction raised to a rational exponent
#N/A,https://www.doenet.org/courseactivityeditor//_Ou6vlynzOpJSqTc3ArSMY,,_Ou6vlynzOpJSqTc3ArSMY,,,,,,,Link to 21: BA-ExpLog - fraction raised to a negative rational exponent
#N/A,https://www.doenet.org/courseactivityeditor//_pudf3hAVjvSrwG3spRLcT,,_pudf3hAVjvSrwG3spRLcT,,,HWM - Intermediate,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_RpTykO2g0r1y9WGDv70SH,,_RpTykO2g0r1y9WGDv70SH,,,,M - 1.3 - Reducing Fractions,,,
#N/A,https://www.doenet.org/courseactivityeditor//_tBgF4ApTEdV4wIB5fECR4,,_tBgF4ApTEdV4wIB5fECR4,,,,,select 2 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_IT17Gcp6AsuAQcf7PGkMg,,_IT17Gcp6AsuAQcf7PGkMg,,,,,,from BA-Basics,
#N/A,https://www.doenet.org/courseactivityeditor//_r1NrOZMfgUOAOimRZXb6q,,_r1NrOZMfgUOAOimRZXb6q,,,,,,,Link to 74. BA-Basics: Factor rational expression - binomial terms cancel
#N/A,https://www.doenet.org/courseactivityeditor//_xD5yO9b2zLqcrPDB8uuqH,,_xD5yO9b2zLqcrPDB8uuqH,,,,,,,Link to 77. BA-Basics: Factor rational expression - GCF and diff squares denominator
#N/A,https://www.doenet.org/courseactivityeditor//_meS7J1wdAICgozFWjlLTQ,,_meS7J1wdAICgozFWjlLTQ,,,,,,,Link to 78. BA-Basics: Factor rational expression - diff squares denominator
#N/A,https://www.doenet.org/courseactivityeditor//_qGQLB6LLCIPXKiq3vM9ym,,_qGQLB6LLCIPXKiq3vM9ym,,,,,,,Link to 82. BA-Basics: Factor rational expression - numerator with constant GCF
#N/A,https://www.doenet.org/courseactivityeditor//_UIiq7MO5MkNsitwZyKSKE,,_UIiq7MO5MkNsitwZyKSKE,,,,,,,Link to 83. BA-Basics: Factor rational expression - numerator with GCF = x
#N/A,https://www.doenet.org/courseactivityeditor//_fmHNRpdFKjHwzz7JLm3IH,,_fmHNRpdFKjHwzz7JLm3IH,,,,M - 1.5 - Adding Fractions,,,
#N/A,https://www.doenet.org/courseactivityeditor//_cB7MMV8UF9FuJZdFPkMKj,,_cB7MMV8UF9FuJZdFPkMKj,,,,,select 4 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_OLw7Z4z4ojoVFq8BCV0O3,,_OLw7Z4z4ojoVFq8BCV0O3,,,,,,from BA-Basics,
#N/A,https://www.doenet.org/courseactivityeditor//_xgPsZOPeRdqlAoteUiKtj,,_xgPsZOPeRdqlAoteUiKtj,,,,,,,Link to 91. BA-Basics: Add two rational expr - numerators are constants
#N/A,https://www.doenet.org/courseactivityeditor//_bLEyjHSSbk6hMefBNQg5Q,,_bLEyjHSSbk6hMefBNQg5Q,,,,,,,Link to 92. BA-Basics: Subtract two rational expr - numerators are constants
#N/A,https://www.doenet.org/courseactivityeditor//_1eieWVQEr8I2uQcqE6L0e,,_1eieWVQEr8I2uQcqE6L0e,,,,,,,Link to 93. BA-Basics: Add two rational expr - one numerator is a binomial
#N/A,https://www.doenet.org/courseactivityeditor//_rl7etReWwSm8IZNTnrKHK,,_rl7etReWwSm8IZNTnrKHK,,,,,,,Link to 94. BA-Basics: Subtract two rational expr - one numerator is a binomial
#N/A,https://www.doenet.org/courseactivityeditor//_UZ39VckIDhw6qnQfxDV67,,_UZ39VckIDhw6qnQfxDV67,,,,,,,Link to 95. BA-Basics: Sum a binomial and an algebraic fraction
#N/A,https://www.doenet.org/courseactivityeditor//_DkoCaFzX2mxiQQAa5pEhJ,,_DkoCaFzX2mxiQQAa5pEhJ,,,,,,,Link to 96. BA-Basics: Difference of a binomial and an algebraic fraction
#N/A,https://www.doenet.org/courseactivityeditor//_aBjnDB3ARH0AhgsJyr8T0,,_aBjnDB3ARH0AhgsJyr8T0,,,,,,,"Link to 97. BA-Basics: Add two rational expressions, both contain binomials"
#N/A,https://www.doenet.org/courseactivityeditor//_eXlqMjFQow3OBFF8ZDYZ6,,_eXlqMjFQow3OBFF8ZDYZ6,,,,,,,Link to 98. BA-Basics: Subtract two rational expr - both contain binomials
#N/A,https://www.doenet.org/courseactivityeditor//_k9Tk0FvirRjuVg6NQDIcS,,_k9Tk0FvirRjuVg6NQDIcS,,,,M - 2.4 - Geometric Sequences,,,
#N/A,https://www.doenet.org/courseactivityeditor//_6vNEvpyk3bf9Fc5dDcIoF,,_6vNEvpyk3bf9Fc5dDcIoF,,,,,from BA-Seq,,
#N/A,https://www.doenet.org/courseactivityeditor//_Bf3xg6gVHQGjT5SVZ9O40,,_Bf3xg6gVHQGjT5SVZ9O40,,,,,,"Link to 2: BA-Seq - given 2 pts of geometric sequence, find explicit formula",
#N/A,https://www.doenet.org/courseactivityeditor//_MniCltphpP5jNNhrdLYEw,,_MniCltphpP5jNNhrdLYEw,,,,,from TR-Series,,
#N/A,https://www.doenet.org/courseactivityeditor//_7tNImLfRMCb6FMJErvQcQ,,_7tNImLfRMCb6FMJErvQcQ,,,,,,"Link to 29. TR-Series: given two terms in a geometric sequence, find the common ratio",
#N/A,https://www.doenet.org/courseactivityeditor//_tN8aILeJPkXP0r55ErNVa,,_tN8aILeJPkXP0r55ErNVa,,,,,,"Link to 30. TR-Series: Given two terms in a geometric sequence, find the nth term",
#N/A,https://www.doenet.org/courseactivityeditor//_4uFvPWxkiFAf11fM5W7xc,,_4uFvPWxkiFAf11fM5W7xc,,,,M - 1.9 - Rational Exponents,,,
#N/A,https://www.doenet.org/courseactivityeditor//_RS9276yIx5jEiWXicTVoO,,_RS9276yIx5jEiWXicTVoO,,,,,select 2 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_UNhEJJW0NwsL8tl3CXQCw,,_UNhEJJW0NwsL8tl3CXQCw,,,,,,BA-ExpLog #16-21,
#N/A,https://www.doenet.org/courseactivityeditor//_wVYUVHgJgdMtAQBhqOXHD,,_wVYUVHgJgdMtAQBhqOXHD,,,,,,,Link to 16. BA-ExpLog - fraction raised to rational exponent
#N/A,https://www.doenet.org/courseactivityeditor//_iEHF01kOeooDPcm65feQU,,_iEHF01kOeooDPcm65feQU,,,,,,,Link to 17: BA-ExpLog - fraction raised to an exponent
#N/A,https://www.doenet.org/courseactivityeditor//_0sGk8K6J7G5ybjZesxFHK,,_0sGk8K6J7G5ybjZesxFHK,,,,,,,Link to 18: BA-ExpLog - fraction raised to a negative rational exponent
#N/A,https://www.doenet.org/courseactivityeditor//_Fy9pkoyv2LxK86KGhW5lM,,_Fy9pkoyv2LxK86KGhW5lM,,,,,,,Link to 19: BA-ExpLog - fraction raised to a rational exponent
#N/A,https://www.doenet.org/courseactivityeditor//_EmK9p5ZMQNAuXu7nXGUV2,,_EmK9p5ZMQNAuXu7nXGUV2,,,,,,,Link to 20: BA-ExpLog - fraction raised to a rational exponent
#N/A,https://www.doenet.org/courseactivityeditor//_7asNKFapcevCEemq3TsCU,,_7asNKFapcevCEemq3TsCU,,,,,,,Link to 21: BA-ExpLog - fraction raised to a negative rational exponent
#N/A,https://www.doenet.org/courseactivityeditor//_Fb9S2AxPRGCjVSkXkGPqJ,,_Fb9S2AxPRGCjVSkXkGPqJ,,,,HWM 5.3: Quadratics (not req'd for 2023 course),,,
#N/A,https://www.doenet.org/courseactivityeditor//_J6FRMnAp8cGQfWlVNy1HQ,,_J6FRMnAp8cGQfWlVNy1HQ,,,,,BA-Quadratics #10,,
#N/A,https://www.doenet.org/courseactivityeditor//_XI2tlT68FkeaHqnw1nhlF,,_XI2tlT68FkeaHqnw1nhlF,,,,,,Link to 10. BA-Quadratics: Find the y-int of a parabola,
#N/A,https://www.doenet.org/courseactivityeditor//_a12t2yIIP2rLnbhO2mDQz,,_a12t2yIIP2rLnbhO2mDQz,,,,HWM 5.5: Quadratics Root Form (not req'd for 2023 course),,,
#N/A,https://www.doenet.org/courseactivityeditor//_TApfdxKMLheq4bluq1rJE,,_TApfdxKMLheq4bluq1rJE,,,,,BA-Quadratics #11-14,,
#N/A,https://www.doenet.org/courseactivityeditor//_c9QckoJAftdxmaEJLZ56n,,_c9QckoJAftdxmaEJLZ56n,,,,,,Link to 11: BA-Quadratics - find y-intercept given roots and a = 0,
#N/A,https://www.doenet.org/courseactivityeditor//_RVczYYYH7sk3nd7K6Nk3H,,_RVczYYYH7sk3nd7K6Nk3H,,,,,,"Link to 12: BA-Quadratics - find b,c given roots and a = 1",
#N/A,https://www.doenet.org/courseactivityeditor//_iCWqEu8CI4uIk6vbJdzBG,,_iCWqEu8CI4uIk6vbJdzBG,,,,,,Link to 13: BA-Quadratics - compute root form given standard,
#N/A,https://www.doenet.org/courseactivityeditor//_9ooYM8Gxr3OkvqjRB8VhK,,_9ooYM8Gxr3OkvqjRB8VhK,,,,,,Link to 14: BA-Quadratics - find vertex given root form,
#N/A,https://www.doenet.org/courseactivityeditor//_ag8d5HUonS6iYZr0fqUIJ,,_ag8d5HUonS6iYZr0fqUIJ,,,,HWM 5.7: Completing the square (not req'd for 2023 course),,,
#N/A,https://www.doenet.org/courseactivityeditor//_6FzO5T1aFIHPFE6jSsUCN,,_6FzO5T1aFIHPFE6jSsUCN,,,,,TR-Conics #21,,
#N/A,https://www.doenet.org/courseactivityeditor//_ZTQI8zV4GNR0FkcvNdndV,,_ZTQI8zV4GNR0FkcvNdndV,,,,,,Link to 21. TR-Conics: complete the square to find center and radius of a circle,
#N/A,https://www.doenet.org/courseactivityeditor//_nk1s4TDOSjmZSwH3ZoWQ3,,_nk1s4TDOSjmZSwH3ZoWQ3,,,,M - 6.6 - Newton,,,
#N/A,https://www.doenet.org/courseactivityeditor//_OWA7SLM3i6pJDVM6e5mpk,,_OWA7SLM3i6pJDVM6e5mpk,,,,,BA-ExpLog #50,,
#N/A,https://www.doenet.org/courseactivityeditor//_jkgNfcQ4UDr3MrhErFHir,,_jkgNfcQ4UDr3MrhErFHir,,,,,,Link to 50. BA-ExpLog: Newton's Law of Cooling,
#N/A,https://www.doenet.org/courseactivityeditor//_UFJ2InIyyKV248xGeoRH9,,_UFJ2InIyyKV248xGeoRH9,,,,M - P2.8 - Bell Curve and Bayes,,,
#N/A,https://www.doenet.org/courseactivityeditor//_cejchkxlDQyjw9prwXFqX,,_cejchkxlDQyjw9prwXFqX,,,,,PR-Stat #2,,
#N/A,https://www.doenet.org/courseactivityeditor//_C7IAxzmVRhPggYq2HeLJB,,_C7IAxzmVRhPggYq2HeLJB,,,,,,Link to 2: PR-Stat - find upper and lower limits of a confidence interval,
#N/A,https://www.doenet.org/courseactivityeditor//_Ud6XGhJZHO98oWEZM9aGI,,_Ud6XGhJZHO98oWEZM9aGI,,,,,PR-Basics #12,,
#N/A,https://www.doenet.org/courseactivityeditor//_kiugWsmd5pnrECVX1q1SV,,_kiugWsmd5pnrECVX1q1SV,,,,,,Link to 12: PR-Basics - probability of having Dragon px,
#N/A,https://www.doenet.org/courseactivityeditor//_xmLeYOTlZIgLG3BcBAajI,,_xmLeYOTlZIgLG3BcBAajI,,,Quizzes,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_ahZV8fKyLYKZ2JXRx8zAm,,_ahZV8fKyLYKZ2JXRx8zAm,,,,Quiz I1 - Rates of Change,,,
#N/A,https://www.doenet.org/courseactivityeditor//_Uw3uUthahy6UqlxP1eB8x,,_Uw3uUthahy6UqlxP1eB8x,,,,,from BA-Lines,,
#N/A,https://www.doenet.org/courseactivityeditor//_wqwDHFIUEuRun7t8EI7jT,,_wqwDHFIUEuRun7t8EI7jT,,,,,,Link to 2: BA-Lines: population growth of a city (duplicate),
#N/A,https://www.doenet.org/courseactivityeditor//_JmpnYFy10k7K8eS8DzV2Z,,_JmpnYFy10k7K8eS8DzV2Z,,,,Quiz I2 - Permutations & Combinations,,,
#N/A,https://www.doenet.org/courseactivityeditor//_OB5WJCuUMX8NGoB6ABTRU,,_OB5WJCuUMX8NGoB6ABTRU,,,,,from PR-Counting,,
#N/A,https://www.doenet.org/courseactivityeditor//_PRmueBZgyxGyuQCuw9Uww,,_PRmueBZgyxGyuQCuw9Uww,,,,,,Link to 2: PR-Counting - How many sequences of n heads in x coin flips,
#N/A,https://www.doenet.org/courseactivityeditor//_kUpxYyp5YbVbbtMMFtXCM,,_kUpxYyp5YbVbbtMMFtXCM,,,,,,Link to 8: PR-Counting - how many ways to seat people in a row,
#N/A,https://www.doenet.org/courseactivityeditor//_MtKA7cAunUGL5Oyq0HQyy,,_MtKA7cAunUGL5Oyq0HQyy,,,,,,Link to 9: PR-Counting - essay test,
#N/A,https://www.doenet.org/courseactivityeditor//_Pmb4m7cJ1eKKTPTvnC9Qk,,_Pmb4m7cJ1eKKTPTvnC9Qk,,,Activities,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_PHEpQvfgE4bSHlPkWsh4S,,_PHEpQvfgE4bSHlPkWsh4S,,,,Probability Activity 1A - Pascal's Triangle,,,
#N/A,https://www.doenet.org/courseactivityeditor//_5PAPEWxsEc5viwK0rOOn7,,_5PAPEWxsEc5viwK0rOOn7,,,,,Part I,,
#N/A,https://www.doenet.org/courseactivityeditor//_2wJFFZPTfgAgbTytMclCM,,_2wJFFZPTfgAgbTytMclCM,,,,,Part II,,
#N/A,https://www.doenet.org/courseactivityeditor//_E3jIhspboE9Z2AqRp1kDO,,_E3jIhspboE9Z2AqRp1kDO,,,,,Part III,,
#N/A,https://www.doenet.org/courseactivityeditor//_jIQBa84zhl1rXDF3s9vxv,,_jIQBa84zhl1rXDF3s9vxv,,,,,Part IV,,
#N/A,https://www.doenet.org/courseactivityeditor//_YfDBoJJFRXUueTvEsLg0U,,_YfDBoJJFRXUueTvEsLg0U,,,,Probability Activity 1B - Counting Techniques,,,
#N/A,https://www.doenet.org/courseactivityeditor//_D8Y8LVnCcOs31EJGqKv2E,,_D8Y8LVnCcOs31EJGqKv2E,,,,,Problem 1: Pascal's Recursion,,
#N/A,https://www.doenet.org/courseactivityeditor//_NqdrSqbH1Uk04Jyp5y8HR,,_NqdrSqbH1Uk04Jyp5y8HR,,,,,Problem 2: Correspondence between Problems,,
#N/A,https://www.doenet.org/courseactivityeditor//_euuMiaT5iGTImQJlMlqiY,,_euuMiaT5iGTImQJlMlqiY,,,,,Problem 3: Symmetry of Pascal's Triangle,,
#N/A,https://www.doenet.org/courseactivityeditor//_p5m5Jtm7moSpb2OBy2UC5,,_p5m5Jtm7moSpb2OBy2UC5,,MA1051 Assignments,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_ETnS9IIXrnRE4Fd1l3UFP,,_ETnS9IIXrnRE4Fd1l3UFP,,,Practice Quizzes,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_0Nlo0D2QSwc6a2lLLSFXP,,_0Nlo0D2QSwc6a2lLLSFXP,,,,Quiz 1 - Arithmetic sequences,,,
#N/A,https://www.doenet.org/courseactivityeditor//_j1QgjJ3nEmThIHeFYvX7X,,_j1QgjJ3nEmThIHeFYvX7X,,,,,from BA-Seq,,
#N/A,https://www.doenet.org/courseactivityeditor//_UfXu1cUvQkncRtYDOLJQS,,_UfXu1cUvQkncRtYDOLJQS,,,,,,"Link to 3: BA-Seq - given 2 points of arithmetic sequence, find d, explicit formula, and a_n,",
#N/A,https://www.doenet.org/courseactivityeditor//_YPbAWIKIx5tdhptQ3o24k,,_YPbAWIKIx5tdhptQ3o24k,,,,Quiz 2 - Slope-intercept form,,,
#N/A,https://www.doenet.org/courseactivityeditor//_JLQna5xFr6E4MNUGA6Wyf,,_JLQna5xFr6E4MNUGA6Wyf,,,,,select 2 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_sogZklv7ZgJ103gCF6OuP,,_sogZklv7ZgJ103gCF6OuP,,,,,,"from BA-Lines #3,8,10,15,16",
#N/A,https://www.doenet.org/courseactivityeditor//_jhd22uAhqauhrl9USl3go,,_jhd22uAhqauhrl9USl3go,,,,,,,Link to 3. BA-Lines: write eq in slope-int form given slope and y-int
#N/A,https://www.doenet.org/courseactivityeditor//_3lpFASggGxXiiOhEixa47,,_3lpFASggGxXiiOhEixa47,,,,,,,Link to 8. BA-Lines: write eq in slope-int form given through-pt and slope
#N/A,https://www.doenet.org/courseactivityeditor//_SBGOt7Gnsp6OjVxrIwYHm,,_SBGOt7Gnsp6OjVxrIwYHm,,,,,,,Link to 10. BA-Lines: write eq in slope-int form given two points
#N/A,https://www.doenet.org/courseactivityeditor//_rRjx0P7noHwUrbdv3frmo,,_rRjx0P7noHwUrbdv3frmo,,,,,,,Link to 15: BA-Lines - find equation given through-point and parallel line
#N/A,https://www.doenet.org/courseactivityeditor//_lhAk5JVpnqDl8ALne2pyy,,_lhAk5JVpnqDl8ALne2pyy,,,,,,,Link to 16: BA-Lines - Find equation given through-point and perpendicular line
#N/A,https://www.doenet.org/courseactivityeditor//_0KrrhjifuRXYZMsXJx1Le,,_0KrrhjifuRXYZMsXJx1Le,,,HWI - Introductory,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_Y9n76E5KRdxxDELPPZ0WE,,_Y9n76E5KRdxxDELPPZ0WE,,,,HWI 1.3: Factor and simplify rational expressions,,,
#N/A,https://www.doenet.org/courseactivityeditor//_nmzPfTcnNEfhlFTMMN7cI,,_nmzPfTcnNEfhlFTMMN7cI,,,,,select 2 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_6L1wAVeaXrYTAEOsKpXGZ,,_6L1wAVeaXrYTAEOsKpXGZ,,,,,,from BA-Basics,
#N/A,https://www.doenet.org/courseactivityeditor//_IEDpjl8UidWBgzOumL5SQ,,_IEDpjl8UidWBgzOumL5SQ,,,,,,,Link to 74. BA-Basics: Factor rational expression - binomial terms cancel
#N/A,https://www.doenet.org/courseactivityeditor//_fuakY30GBoXh74FLcXptx,,_fuakY30GBoXh74FLcXptx,,,,,,,Link to 77. BA-Basics: Factor rational expression - GCF and diff squares denominator
#N/A,https://www.doenet.org/courseactivityeditor//_1E9o3dov7CELe2Pdu6gb6,,_1E9o3dov7CELe2Pdu6gb6,,,,,,,Link to 78. BA-Basics: Factor rational expression - diff squares denominator
#N/A,https://www.doenet.org/courseactivityeditor//_H9yjpUFIY2scR7nbbId7v,,_H9yjpUFIY2scR7nbbId7v,,,,,,,Link to 82. BA-Basics: Factor rational expression - numerator with constant GCF
#N/A,https://www.doenet.org/courseactivityeditor//_5aa6sYuR8eKtDGmu1Tpm6,,_5aa6sYuR8eKtDGmu1Tpm6,,,,,,,Link to 83. BA-Basics: Factor rational expression - numerator with GCF = x
#N/A,https://www.doenet.org/courseactivityeditor//_Sgf8CYIs7mo6RvqZ664AC,,_Sgf8CYIs7mo6RvqZ664AC,,,,HWI 1.5: Sums and differences of rational expressions,,,
#N/A,https://www.doenet.org/courseactivityeditor//_LqsfFxQmCwicPg1fWPzQ2,,_LqsfFxQmCwicPg1fWPzQ2,,,,,select 4 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_e26se2crlW5PrMgmrFOGC,,_e26se2crlW5PrMgmrFOGC,,,,,,from BA-Basics,
#N/A,https://www.doenet.org/courseactivityeditor//_utcI6nmwrIEEXZvSKjJqK,,_utcI6nmwrIEEXZvSKjJqK,,,,,,,Link to 91. BA-Basics: Add two rational expr - numerators are constants
#N/A,https://www.doenet.org/courseactivityeditor//_Is2RA79qxmJD08YW3m7H6,,_Is2RA79qxmJD08YW3m7H6,,,,,,,Link to 92. BA-Basics: Subtract two rational expr - numerators are constants
#N/A,https://www.doenet.org/courseactivityeditor//_GAzBeafZlPZ83A7EvWsHV,,_GAzBeafZlPZ83A7EvWsHV,,,,,,,Link to 93. BA-Basics: Add two rational expr - one numerator is a binomial
#N/A,https://www.doenet.org/courseactivityeditor//_7T5ybI3wzkmwMinMnfOoF,,_7T5ybI3wzkmwMinMnfOoF,,,,,,,Link to 94. BA-Basics: Subtract two rational expr - one numerator is a binomial
#N/A,https://www.doenet.org/courseactivityeditor//_pp2kJ03FxDQL1feu9CA88,,_pp2kJ03FxDQL1feu9CA88,,,,,,,Link to 95. BA-Basics: Sum a binomial and an algebraic fraction
#N/A,https://www.doenet.org/courseactivityeditor//_3o2gOeTEYMImqmFuVdCxh,,_3o2gOeTEYMImqmFuVdCxh,,,,,,,Link to 96. BA-Basics: Difference of a binomial and an algebraic fraction
#N/A,https://www.doenet.org/courseactivityeditor//_Vso4jXcot2nYEPqNklcEm,,_Vso4jXcot2nYEPqNklcEm,,,,,,,"Link to 97. BA-Basics: Add two rational expressions, both contain binomials"
#N/A,https://www.doenet.org/courseactivityeditor//_ysJQXyLy2WNXlKWTkuwmc,,_ysJQXyLy2WNXlKWTkuwmc,,,,,,,Link to 98. BA-Basics: Subtract two rational expr - both contain binomials
#N/A,https://www.doenet.org/courseactivityeditor//_bco11SpHGlYIfVPt1pG2B,,_bco11SpHGlYIfVPt1pG2B,,,,HWI 1.10: The distance formula,,,
#N/A,https://www.doenet.org/courseactivityeditor//_7SfZa6ikAfVVXrXgmbonX,,_7SfZa6ikAfVVXrXgmbonX,,,,,from BA-Basics,,
#N/A,https://www.doenet.org/courseactivityeditor//_cmBaqK5icXiFiKn1JaCK6,,_cmBaqK5icXiFiKn1JaCK6,,,,,,Link to 84. BA-Basics: the distance formula -exact,
#N/A,https://www.doenet.org/courseactivityeditor//_sUOoVgLlDLfw8iYm3r4pa,,_sUOoVgLlDLfw8iYm3r4pa,,,,,,Link to 85. BA-Basics: the distance formula - decimal,
#N/A,https://www.doenet.org/courseactivityeditor//_QYU0PiPmlTS3HTry7OHqQ,,_QYU0PiPmlTS3HTry7OHqQ,,,,HWI 2.2: Arithmetic sequences,,,
#N/A,https://www.doenet.org/courseactivityeditor//_UAPWi7wp5CvCVayWPFKIb,,_UAPWi7wp5CvCVayWPFKIb,,,,,from TR-Series,,
#N/A,https://www.doenet.org/courseactivityeditor//_GCJ9wl0DRdHEdEXtwbcG1,,_GCJ9wl0DRdHEdEXtwbcG1,,,,,,Link to 1. TR-Series: arithmetic - given explicit formula find a_n,
#N/A,https://www.doenet.org/courseactivityeditor//_lHoZVy3TMo19B7Swfh9lq,,_lHoZVy3TMo19B7Swfh9lq,,,,,,Link to 2. TR-Series: arithmetic - given recursive formula find a_n,
#N/A,https://www.doenet.org/courseactivityeditor//_N9C3tdjqNGNVuho75e1Gp,,_N9C3tdjqNGNVuho75e1Gp,,,,HWI 2.3: Arithmetic sequences II,,,
#N/A,https://www.doenet.org/courseactivityeditor//_Pw4l2Wbu8Gkc84IdqULOA,,_Pw4l2Wbu8Gkc84IdqULOA,,,,,from BA-Seq,,
#N/A,https://www.doenet.org/courseactivityeditor//_z7fboWsmPZZy6A7gVyp7U,,_z7fboWsmPZZy6A7gVyp7U,,,,,,Link to 1. BA-Seq: given recursive formula for arithmetic sequence determine explicit formula,
#N/A,https://www.doenet.org/courseactivityeditor//_vCvw6I5gvCkTaHzag9MxH,,_vCvw6I5gvCkTaHzag9MxH,,,,,from TR-Series,,
#N/A,https://www.doenet.org/courseactivityeditor//_BA1iHuOn8umBpEGEzcZJz,,_BA1iHuOn8umBpEGEzcZJz,,,,,,Link to 7. TR-Series: given two terms in arithmetic sequence compute a_n,
#N/A,https://www.doenet.org/courseactivityeditor//_Rhq2naj50Ap9DJwEql6pL,,_Rhq2naj50Ap9DJwEql6pL,,,,,,Link to 9. TR-Series: given two terms in arithmetic sequence find explicit formula,
#N/A,https://www.doenet.org/courseactivityeditor//_8uwXXOV7viuYqEde00oWG,,_8uwXXOV7viuYqEde00oWG,,,,HWI 4.1: Solve linear equation for x,,,
#N/A,https://www.doenet.org/courseactivityeditor//_qANP5m3mokNJyjp5SldT5,,_qANP5m3mokNJyjp5SldT5,,,,,from BA-Lines,,
#N/A,https://www.doenet.org/courseactivityeditor//_lxjzqlNf1UrDPOGcKb9Ls,,_lxjzqlNf1UrDPOGcKb9Ls,,,,,,Link to 17. BA-Lines: Solve linear equation for x,
#N/A,https://www.doenet.org/courseactivityeditor//_sWiHGAjcCovH6PFekFeWn,,_sWiHGAjcCovH6PFekFeWn,,,,HWI 4.2: Population growth,,,
#N/A,https://www.doenet.org/courseactivityeditor//_q1JmfWkK4bLveIBZQFP1r,,_q1JmfWkK4bLveIBZQFP1r,,,,,from BA-Lines,,
#N/A,https://www.doenet.org/courseactivityeditor//_KRV6O5hyJbTfwP0SFjacw,,_KRV6O5hyJbTfwP0SFjacw,,,,,,Link to 1. BA-Lines: population growth of a city,
#N/A,https://www.doenet.org/courseactivityeditor//_5mGe7Swl4641iH58DjSE1,,_5mGe7Swl4641iH58DjSE1,,,,HWI 4.9: Slope-intercept form,,,
#N/A,https://www.doenet.org/courseactivityeditor//_FTXHZnRZUnN8V3v97RDYA,,_FTXHZnRZUnN8V3v97RDYA,,,,,from BA-Lines,,
#N/A,https://www.doenet.org/courseactivityeditor//_ZCdIwvcfXktcbehpKJ8T3,,_ZCdIwvcfXktcbehpKJ8T3,,,,,,Link to 3. BA-Lines: write eq in slope-int form given slope and y-int,
#N/A,https://www.doenet.org/courseactivityeditor//_1isSFxyxUrtuAzWEbPZ0A,,_1isSFxyxUrtuAzWEbPZ0A,,,,,,Link to 4. BA-Lines: find x and y intercepts,
#N/A,https://www.doenet.org/courseactivityeditor//_CLgrhRC1Rl1JpougDhci2,,_CLgrhRC1Rl1JpougDhci2,,,,,,Link to 8. BA-Lines: write eq in slope-int form given through-pt and slope,
#N/A,https://www.doenet.org/courseactivityeditor//_HsPLxZTOcmqlaeEOnGSn5,,_HsPLxZTOcmqlaeEOnGSn5,,,,,,Link to 10. BA-Lines: write eq in slope-int form given two points,
#N/A,https://www.doenet.org/courseactivityeditor//_P0uKTlHn8aAaHUQ1nlv0F,,_P0uKTlHn8aAaHUQ1nlv0F,,,,,,Link to 13. BA-Lines: Determine linear function given two function values,
#N/A,https://www.doenet.org/courseactivityeditor//_4LDHEaTkp43fa3hMqYV3b,,_4LDHEaTkp43fa3hMqYV3b,,,,HWI 4.10: 2x2 System of equations,,,
#N/A,https://www.doenet.org/courseactivityeditor//_QxlJAxwfdKD0xnFHxwkFC,,_QxlJAxwfdKD0xnFHxwkFC,,,,,from TR-SysOfEq,,
#N/A,https://www.doenet.org/courseactivityeditor//_ej4sOQtKqBoKKIBrUWuGV,,_ej4sOQtKqBoKKIBrUWuGV,,,,,,Link to 1. TR-SysOfEq: find solution to 2x2 system,
#N/A,https://www.doenet.org/courseactivityeditor//_ccAIRT2GW40hc6vmbduRD,,_ccAIRT2GW40hc6vmbduRD,,,,,,Link to 2. TR-SysOfEq: find solution to 2x2 system,
#N/A,https://www.doenet.org/courseactivityeditor//_jocRfQsywNOBASHVAnku9,,_jocRfQsywNOBASHVAnku9,,,,,,Link to 3. TR-SysOfEq: find solution to 2x2 system,
#N/A,https://www.doenet.org/courseactivityeditor//_WUhMiP5YHQnXNQZepOsIN,,_WUhMiP5YHQnXNQZepOsIN,,,,HWI 5.3: Quadratics part 1,,,
#N/A,https://www.doenet.org/courseactivityeditor//_32fsg3UECq6lHlPrnKqOi,,_32fsg3UECq6lHlPrnKqOi,,,,,from TR-Conics,,
